JCR_Abbrev,Year,EligibleArticles,%Bars,%InformativeGraphs
CIRCULATION,2010,116,72.36851008418878,15.412830928447686
CIRCULATION,2011,103,71.79182130213806,9.131972393144498
CIRCULATION,2012,97,60.98919873151385,15.382326722645864
CIRCULATION,2013,128,61.770883658675196,19.909078055401118
CIRCULATION,2014,110,63.63138763515478,19.529077494747447
CIRCULATION,2015,120,50.27643550756614,25.830926827494604
CIRCULATION,2016,126,46.78243871226053,35.888001399745995
CIRCULATION,2017,126,53.71921499540395,38.02429210319994
CIRCULATION,2018,105,41.81798548544529,33.69094948028725
CIRCULATION,2019,125,45.462695268330705,50.65005688037168
CIRCULATION,2020,136,44.84537884122287,49.94481301183958
CIRCULATION,2021,109,45.89369089310305,53.217758105253594
CIRCULATION,2022,106,32.81565195475397,51.21439114328642
CIRCULATION,2023,131,33.4535661445746,65.92002931521398
CIRCULATION,2024,115,33.23872450298772,65.12753250766765
CIRCULATION,2025,130,32.78867746045403,57.576172814352844
CIRC RES,2010,169,72.14396612043949,19.732332054847245
CIRC RES,2011,163,57.92339062887644,27.198719767330235
CIRC RES,2012,174,46.05840838008518,14.723211609681885
CIRC RES,2013,156,70.12508965579514,18.44306715500298
CIRC RES,2014,168,55.93354762382229,35.4660401827257
CIRC RES,2015,185,54.329756718461304,28.906856840366324
CIRC RES,2016,191,57.27255576329419,31.435541286527332
CIRC RES,2017,176,45.00497036061392,35.26319930990439
CIRC RES,2018,163,39.62782167024363,52.17742200307525
CIRC RES,2019,173,49.34565586483367,33.98688321044839
CIRC RES,2020,169,41.43658409231879,48.611395800607795
CIRC RES,2021,167,35.09411310889356,52.063032360811626
CIRC RES,2022,184,31.221874209716397,61.12120099605576
CIRC RES,2023,183,28.36903135552303,54.558265198882296
CIRC RES,2024,168,26.937746385241688,64.27643990549161
CIRC RES,2025,168,32.486768193145004,64.79372786940303
CIRC-CARDIOVASC IMAG,2010,134,67.04556956108647,13.528226818760846
CIRC-CARDIOVASC IMAG,2011,96,75.71310304539385,18.974912583587617
CIRC-CARDIOVASC IMAG,2012,130,55.32154846609823,25.043498770083747
CIRC-CARDIOVASC IMAG,2013,115,66.0546466439943,22.694951471773596
CIRC-CARDIOVASC IMAG,2014,136,53.2401587306876,38.15744342080718
CIRC-CARDIOVASC IMAG,2015,115,46.6025291011659,28.39688553857471
CIRC-CARDIOVASC IMAG,2016,127,52.62964704158895,32.43095342975813
CIRC-CARDIOVASC IMAG,2017,110,50.52858362517021,37.338161098934634
CIRC-CARDIOVASC IMAG,2018,127,41.91002745633508,43.493296988794874
CIRC-CARDIOVASC IMAG,2019,136,40.59957166079022,47.47266000596683
CIRC-CARDIOVASC IMAG,2020,122,38.4399171880389,59.10030114603484
CIRC-CARDIOVASC IMAG,2021,127,27.750701077946182,51.12220040256327
CIRC-CARDIOVASC IMAG,2022,122,39.291957182391066,58.20842823129822
CIRC-CARDIOVASC IMAG,2023,123,34.183030034441025,55.36904908808713
CIRC-CARDIOVASC IMAG,2024,131,27.28838631743119,59.27895921399507
CIRC-CARDIOVASC IMAG,2025,123,26.445186095921976,58.54921945179367
CIRC-ARRHYTHMIA ELEC,2010,161,77.70766961555559,17.166351196998
CIRC-ARRHYTHMIA ELEC,2011,173,71.6758801682389,31.436600013776914
CIRC-ARRHYTHMIA ELEC,2012,167,63.576406906553174,24.967566643323373
CIRC-ARRHYTHMIA ELEC,2013,173,61.14777548003661,27.280133163889325
CIRC-ARRHYTHMIA ELEC,2014,161,63.12353393475284,31.15412858291707
CIRC-ARRHYTHMIA ELEC,2015,152,49.69447658279084,36.778308084391455
CIRC-ARRHYTHMIA ELEC,2016,181,55.26290577535229,39.2222706615073
CIRC-ARRHYTHMIA ELEC,2017,160,63.52081018993977,39.65743337802169
CIRC-ARRHYTHMIA ELEC,2018,161,54.51757470958292,43.32255548017969
CIRC-ARRHYTHMIA ELEC,2019,164,43.62598881770345,50.48895040911746
CIRC-ARRHYTHMIA ELEC,2020,162,36.57615047413843,54.68197975247079
CIRC-ARRHYTHMIA ELEC,2021,179,41.41076613819315,55.0222552678003
CIRC-ARRHYTHMIA ELEC,2022,160,50.02893381290838,60.911359447731456
CIRC-ARRHYTHMIA ELEC,2023,165,40.81175287321854,60.85851812858854
CIRC-ARRHYTHMIA ELEC,2024,174,37.592509956185,68.90656591393228
CIRC-ARRHYTHMIA ELEC,2025,162,23.76634916331784,75.28444804095544
CIRC-CARDIOVASC INTE,2010,93,67.21312982701018,16.509210117728173
CIRC-CARDIOVASC INTE,2011,111,72.59216387426909,17.99691966839017
CIRC-CARDIOVASC INTE,2012,110,62.83984786923456,13.989220167277885
CIRC-CARDIOVASC INTE,2013,115,67.24013749352933,22.63453301559672
CIRC-CARDIOVASC INTE,2014,119,59.15414446108167,22.059132526964554
CIRC-CARDIOVASC INTE,2015,89,56.67941027395328,34.332087390991234
CIRC-CARDIOVASC INTE,2016,94,48.55235868613299,31.99753824773141
CIRC-CARDIOVASC INTE,2017,105,51.545609170601196,29.64660577963484
CIRC-CARDIOVASC INTE,2018,92,48.92992526593921,46.505950213034865
CIRC-CARDIOVASC INTE,2019,102,46.95593296712132,41.20781622209208
CIRC-CARDIOVASC INTE,2020,102,34.2403702811583,48.352194411887155
CIRC-CARDIOVASC INTE,2021,108,41.4053774993622,51.040194475678
CIRC-CARDIOVASC INTE,2022,115,31.4898462805045,51.400420657291875
CIRC-CARDIOVASC INTE,2023,118,41.5163037600386,50.83436735251877
CIRC-CARDIOVASC INTE,2024,108,27.769259822948626,60.50213797518809
CIRC-CARDIOVASC INTE,2025,93,23.672827519440172,71.91562705394766
JACC-CLIN ELECTROPHY,2010,150,69.52467033170207,10.659417571539873
JACC-CLIN ELECTROPHY,2011,127,70.78138455028747,15.440106388844258
JACC-CLIN ELECTROPHY,2012,149,61.70544508561992,17.72508531272609
JACC-CLIN ELECTROPHY,2013,145,64.8024521520307,11.287278720191525
JACC-CLIN ELECTROPHY,2014,143,55.9867312202055,29.324764821315537
JACC-CLIN ELECTROPHY,2015,153,61.795431143955796,17.899453114025302
JACC-CLIN ELECTROPHY,2016,147,53.81722268737323,28.915957566234866
JACC-CLIN ELECTROPHY,2017,142,59.15416597024395,34.48882076599643
JACC-CLIN ELECTROPHY,2018,151,53.199419561056814,43.45512110104359
JACC-CLIN ELECTROPHY,2019,136,35.63132453721235,40.00561606221813
JACC-CLIN ELECTROPHY,2020,139,49.70332616235912,45.19321082868648
JACC-CLIN ELECTROPHY,2021,148,37.165959220000744,51.082485750493674
JACC-CLIN ELECTROPHY,2022,138,39.235104178857426,62.096511726852974
JACC-CLIN ELECTROPHY,2023,150,37.06095857657567,45.866584965462465
JACC-CLIN ELECTROPHY,2024,138,46.595637165983334,57.52838842436212
JACC-CLIN ELECTROPHY,2025,134,34.46095621719469,65.73420442126717
JACC-CARDIOONCOL,2010,119,62.75826644826251,17.019086511962197
JACC-CARDIOONCOL,2011,129,70.53440620469469,23.920210064578832
JACC-CARDIOONCOL,2012,124,68.01350117108959,25.931391666362273
JACC-CARDIOONCOL,2013,117,52.98080510512921,31.5832292516168
JACC-CARDIOONCOL,2014,133,56.78350038525007,33.3156051735219
JACC-CARDIOONCOL,2015,130,68.17730943561409,39.86402306748089
JACC-CARDIOONCOL,2016,126,47.89336727475914,34.63843930063046
JACC-CARDIOONCOL,2017,117,42.47165344793904,32.52945211241608
JACC-CARDIOONCOL,2018,116,56.37276714426279,29.882281558890735
JACC-CARDIOONCOL,2019,130,36.80823208295288,43.96025994038978
JACC-CARDIOONCOL,2020,118,39.14461492089961,45.57034443786341
JACC-CARDIOONCOL,2021,115,44.10938227214353,48.96653525723295
JACC-CARDIOONCOL,2022,122,24.761402988746887,55.607562587649056
JACC-CARDIOONCOL,2023,118,35.87247992880584,54.77897481753537
JACC-CARDIOONCOL,2024,139,32.67666757021992,63.04436594396857
JACC-CARDIOONCOL,2025,126,28.17283849959593,58.498494491087484
HEART,2010,106,83.88269633186795,18.40875739874494
HEART,2011,101,77.27398443383487,29.14524484501792
HEART,2012,95,62.28065183104266,22.80495569331277
HEART,2013,97,68.01822518694654,23.555393815878972
HEART,2014,113,65.13105657499682,26.85777899970608
HEART,2015,107,61.203794792395506,38.07942200330528
HEART,2016,98,50.61412116138908,31.763174576911677
HEART,2017,99,49.563740853585145,45.30945103049544
HEART,2018,98,44.95064632603798,40.95538901822138
HEART,2019,113,38.617278803702106,54.540690872121296
HEART,2020,105,40.161088748429826,42.845921592668944
HEART,2021,116,39.17585738472494,62.9681167830427
HEART,2022,87,33.37379538045698,56.85973389558515
HEART,2023,91,30.754613211820192,56.139385436104654
HEART,2024,104,20.280418198946748,64.33229177152124
HEART,2025,88,23.70321988132728,59.48962646119648
CIRC-CARDIOVASC QUAL,2010,98,64.73367827837188,16.250328007223782
CIRC-CARDIOVASC QUAL,2011,101,65.86624301548133,23.05993162278841
CIRC-CARDIOVASC QUAL,2012,108,59.03276325730533,15.455679285911406
CIRC-CARDIOVASC QUAL,2013,111,62.377610828821695,28.18046654178828
CIRC-CARDIOVASC QUAL,2014,97,57.62395741182965,32.209963369117546
CIRC-CARDIOVASC QUAL,2015,115,56.400913014453636,32.628546969047214
CIRC-CARDIOVASC QUAL,2016,95,57.25969670452234,31.993374420881963
CIRC-CARDIOVASC QUAL,2017,107,49.73283183926274,42.20724340328231
CIRC-CARDIOVASC QUAL,2018,100,53.03645128084289,46.13795129527489
CIRC-CARDIOVASC QUAL,2019,86,39.082071194109126,46.653800183021715
CIRC-CARDIOVASC QUAL,2020,112,47.39694548392597,44.07505858202441
CIRC-CARDIOVASC QUAL,2021,94,37.00326666946139,45.08671706886726
CIRC-CARDIOVASC QUAL,2022,102,41.79902812679592,51.93786866867326
CIRC-CARDIOVASC QUAL,2023,95,38.78603868355961,59.32723568504498
CIRC-CARDIOVASC QUAL,2024,91,37.28551930372725,60.58397154061628
CIRC-CARDIOVASC QUAL,2025,107,33.50749089012177,54.820521986784485
J AM HEART ASSOC,2010,130,72.22026227273815,9.02608347615966
J AM HEART ASSOC,2011,107,84.10106059657453,9.566249761434435
J AM HEART ASSOC,2012,118,71.1257102479576,21.859159844646996
J AM HEART ASSOC,2013,116,74.81183066779798,17.440892066135195
J AM HEART ASSOC,2014,118,55.28371324673772,22.86240757748738
J AM HEART ASSOC,2015,118,59.37764896461758,24.905516464471418
J AM HEART ASSOC,2016,121,51.946762981504065,28.746218374681288
J AM HEART ASSOC,2017,130,66.84691473759048,25.29944861296825
J AM HEART ASSOC,2018,116,51.232541565563736,39.296725417453466
J AM HEART ASSOC,2019,137,50.05787007153077,43.73535279870743
J AM HEART ASSOC,2020,120,40.437559867916995,47.601827600636106
J AM HEART ASSOC,2021,131,34.18082072553083,51.23715065397173
J AM HEART ASSOC,2022,106,33.21630211247914,57.263692865014725
J AM HEART ASSOC,2023,110,33.94396432473439,62.85762096340669
J AM HEART ASSOC,2024,120,23.848966643685234,58.247632309131035
J AM HEART ASSOC,2025,118,29.66921832771346,61.654750692259135
J MOL CELL CARDIOL,2010,164,68.90111374512684,4.598417016670571
J MOL CELL CARDIOL,2011,181,60.58611226360438,11.265261092955956
J MOL CELL CARDIOL,2012,184,60.509772743033125,20.54275256329423
J MOL CELL CARDIOL,2013,174,66.80091800060202,26.75773932761683
J MOL CELL CARDIOL,2014,171,58.69189833456675,17.381836664711212
J MOL CELL CARDIOL,2015,175,56.287716446903836,22.27851893423142
J MOL CELL CARDIOL,2016,157,61.25874470222308,25.79712378759731
J MOL CELL CARDIOL,2017,175,57.53846588122654,36.470866322724945
J MOL CELL CARDIOL,2018,164,54.987517475075066,35.13927592554502
J MOL CELL CARDIOL,2019,188,53.46566919215268,35.78707800039366
J MOL CELL CARDIOL,2020,181,43.96851187327136,43.79131200546534
J MOL CELL CARDIOL,2021,167,41.40036410626039,38.68214909708999
J MOL CELL CARDIOL,2022,185,35.31001458725932,57.71937926934878
J MOL CELL CARDIOL,2023,185,39.0263379184002,70.56589901810746
J MOL CELL CARDIOL,2024,169,47.71166342621865,56.34149724879889
J MOL CELL CARDIOL,2025,184,34.495785630471985,65.7301655691753
BRAIN,2010,103,73.51925672066115,16.10391093652734
BRAIN,2011,101,70.55364375023957,16.04726247547209
BRAIN,2012,88,74.16733327856723,31.981290483315384
BRAIN,2013,89,55.95613508922205,22.306138734161934
BRAIN,2014,95,58.0237792623142,29.476311184683386
BRAIN,2015,100,59.310856203484455,24.632846755562486
BRAIN,2016,110,56.59637632615898,31.59905090101652
BRAIN,2017,118,45.97038981402825,45.89274331338271
BRAIN,2018,101,50.84104518928101,36.73634923887485
BRAIN,2019,103,46.67731803279645,55.68687434291348
BRAIN,2020,91,39.39830747959004,44.78442992484601
BRAIN,2021,104,48.891165692644634,54.15205656017842
BRAIN,2022,94,40.5511859853123,63.83244302405375
BRAIN,2023,120,40.79585611761778,58.17127425726639
BRAIN,2024,108,31.317712711497272,56.23823794089339
BRAIN,2025,103,31.73216454680602,66.61113668564158
STROKE,2010,206,64.26909395875482,23.37983362150729
STROKE,2011,191,69.32543060496538,26.44751318551392
STROKE,2012,183,66.26908181958377,31.363518575789065
STROKE,2013,196,59.403192418363055,29.35504098816621
STROKE,2014,202,57.07050249303317,39.258850288755355
STROKE,2015,169,58.10201355469301,30.79216808423893
STROKE,2016,187,53.53390207113151,29.02418567617206
STROKE,2017,198,55.17272879251153,34.034348103611585
STROKE,2018,198,52.28255933347353,45.69624308988493
STROKE,2019,198,47.804111955080856,56.68695518122504
STROKE,2020,200,54.40623964031157,48.71279746100587
STROKE,2021,197,32.21145169810173,63.60006170236393
STROKE,2022,213,39.28527046358862,59.00388376573868
STROKE,2023,185,33.05307732179664,61.68793750265209
STROKE,2024,186,35.51207070883508,57.507284226313914
STROKE,2025,189,28.573243277762483,68.30660000233203
NAT METAB,2010,184,76.12882239538202,21.15999007246185
NAT METAB,2011,192,73.21532611662327,22.723618948463756
NAT METAB,2012,205,74.4461407891598,30.369982293226126
NAT METAB,2013,193,61.04522414421865,34.557786884639654
NAT METAB,2014,184,64.88102306336825,39.132028121488354
NAT METAB,2015,192,57.97520470756067,41.958866131479006
NAT METAB,2016,196,57.79322479098492,38.492023881867794
NAT METAB,2017,191,40.16920901495767,46.43002162428361
NAT METAB,2018,180,48.21279322089481,34.54322548827625
NAT METAB,2019,195,40.10908513336797,50.33191771575399
NAT METAB,2020,200,44.7251689371293,50.148683936510025
NAT METAB,2021,201,43.18868542531987,48.060274698253615
NAT METAB,2022,190,38.35882636981613,61.0582478007748
NAT METAB,2023,199,31.53216329708215,54.449105464100256
NAT METAB,2024,196,28.97435091835833,57.39731465627768
NAT METAB,2025,186,25.588240847282524,63.535573385232645
DIABETOLOGIA,2010,129,65.59798506501511,15.142104572852624
DIABETOLOGIA,2011,128,67.24302489544073,13.549411462038393
DIABETOLOGIA,2012,137,58.328877746565,27.154796243719176
DIABETOLOGIA,2013,101,56.899938307573954,26.47861953057048
DIABETOLOGIA,2014,110,62.802080612004254,33.59982383010064
DIABETOLOGIA,2015,131,56.00041650160477,33.746580242791566
DIABETOLOGIA,2016,128,59.365228202229474,37.36513715259223
DIABETOLOGIA,2017,114,43.777979227749114,37.97701232552765
DIABETOLOGIA,2018,118,50.57737372549495,36.78452541676188
DIABETOLOGIA,2019,126,46.45616797776831,38.16522349219577
DIABETOLOGIA,2020,117,46.69182419233778,40.08983834347011
DIABETOLOGIA,2021,131,31.550770885980242,48.1997066820207
DIABETOLOGIA,2022,125,33.5185354652635,47.512347054235335
DIABETOLOGIA,2023,121,28.472739144184555,49.82897596455666
DIABETOLOGIA,2024,147,34.09541578592773,60.796643942979316
DIABETOLOGIA,2025,123,35.53692068669933,64.93467224643048
DIABETES,2010,138,71.20027638103319,20.859588218554713
DIABETES,2011,146,60.455710291840106,20.594238369369837
DIABETES,2012,155,60.93037756257453,16.30246024268816
DIABETES,2013,156,65.34520348010703,16.494675456133088
DIABETES,2014,163,54.2503385411774,25.780778263557096
DIABETES,2015,150,50.846654097034616,29.83719786655864
DIABETES,2016,154,55.09574231207667,26.148817505680494
DIABETES,2017,177,46.60523029376971,42.04694447201551
DIABETES,2018,147,48.30491021264434,41.89253580141413
DIABETES,2019,170,41.59713018663508,53.20371144436947
DIABETES,2020,167,44.28025167392831,45.63154585910491
DIABETES,2021,138,43.070565459951865,52.34677766088688
DIABETES,2022,157,36.45332839582006,55.72411743530753
DIABETES,2023,178,35.41369017262727,58.65979899844151
DIABETES,2024,146,34.38326305549829,63.542588123641195
DIABETES,2025,161,34.01688399437384,64.46752595148573
ANTIOXID REDOX SIGN,2010,130,66.78944532396339,18.271856982926224
ANTIOXID REDOX SIGN,2011,144,62.91501066344911,24.86140193271039
ANTIOXID REDOX SIGN,2012,150,65.90172572445299,21.546212857268426
ANTIOXID REDOX SIGN,2013,141,60.569586875615485,24.731746469305907
ANTIOXID REDOX SIGN,2014,144,60.742800101969635,34.12494151287986
ANTIOXID REDOX SIGN,2015,162,68.74510908688961,31.057287140964128
ANTIOXID REDOX SIGN,2016,127,58.849708161450536,39.57735712602957
ANTIOXID REDOX SIGN,2017,129,48.71379642040167,45.30262741351553
ANTIOXID REDOX SIGN,2018,161,50.03632106531123,41.28958609770596
ANTIOXID REDOX SIGN,2019,161,43.85891520489638,41.57585189847023
ANTIOXID REDOX SIGN,2020,143,54.53891667850591,54.34346708664313
ANTIOXID REDOX SIGN,2021,134,45.843896380621885,58.16419546389688
ANTIOXID REDOX SIGN,2022,148,36.56312696541569,57.429626938744036
ANTIOXID REDOX SIGN,2023,150,39.35893983006919,66.04980556663706
ANTIOXID REDOX SIGN,2024,148,39.86787770235682,67.07216719964693
ANTIOXID REDOX SIGN,2025,157,20.93935097905755,57.7279701376154
J BONE MINER RES,2010,183,69.68124368419807,20.39324255403664
J BONE MINER RES,2011,161,68.53923924481045,29.65552115345973
J BONE MINER RES,2012,170,67.37665208528186,34.026729225737924
J BONE MINER RES,2013,167,63.60459406836449,32.45926623717348
J BONE MINER RES,2014,161,49.88988479473378,31.46202752209833
J BONE MINER RES,2015,165,57.39493337613047,30.886671116322802
J BONE MINER RES,2016,158,56.19447881103506,37.63500272299512
J BONE MINER RES,2017,176,47.739873871406516,45.38717437420835
J BONE MINER RES,2018,152,47.40618669603668,49.63314821648459
J BONE MINER RES,2019,183,42.84204883534796,36.97038851143294
J BONE MINER RES,2020,157,38.80808243145165,51.90635893083746
J BONE MINER RES,2021,174,42.06689350282801,43.20744794404248
J BONE MINER RES,2022,175,35.221763473564586,48.627005743218604
J BONE MINER RES,2023,165,32.033850329882824,58.15296629395338
J BONE MINER RES,2024,148,19.745455619300195,53.82866296192942
J BONE MINER RES,2025,167,31.590362356762636,65.87867569520938
J CEREBR BLOOD F MET,2010,174,80.43204498681506,22.34684122906195
J CEREBR BLOOD F MET,2011,164,63.81063585159387,18.21683980521722
J CEREBR BLOOD F MET,2012,189,68.76954976599335,19.55661847848247
J CEREBR BLOOD F MET,2013,193,70.8654481222492,30.231411195026276
J CEREBR BLOOD F MET,2014,174,64.03229693535492,37.85627779522795
J CEREBR BLOOD F MET,2015,171,51.59464085732759,29.26741686887569
J CEREBR BLOOD F MET,2016,164,59.94027423379896,39.79206651863825
J CEREBR BLOOD F MET,2017,169,53.529600073879834,31.655961902873738
J CEREBR BLOOD F MET,2018,169,55.620697435274174,48.94600528893803
J CEREBR BLOOD F MET,2019,176,45.23490068400248,44.745119811977474
J CEREBR BLOOD F MET,2020,200,42.96943094360472,46.897179092008805
J CEREBR BLOOD F MET,2021,172,45.899270370760945,40.40225438820504
J CEREBR BLOOD F MET,2022,150,53.24104481165645,56.80291559682203
J CEREBR BLOOD F MET,2023,173,42.935216649837216,42.90086449679773
J CEREBR BLOOD F MET,2024,178,44.47023446279156,59.037403581148
J CEREBR BLOOD F MET,2025,180,27.179226100942248,66.63988108264948
J MOL ENDOCRINOL,2010,104,63.01597642554153,4.819775474362055
J MOL ENDOCRINOL,2011,109,69.71658814443398,5.29043537171362
J MOL ENDOCRINOL,2012,107,58.657296452611945,23.210779544905094
J MOL ENDOCRINOL,2013,124,66.30759861050242,19.29832351146267
J MOL ENDOCRINOL,2014,126,57.128858640148344,25.04944735991708
J MOL ENDOCRINOL,2015,121,53.000945402790876,17.601775402793088
J MOL ENDOCRINOL,2016,107,58.61648041885582,26.388202066204386
J MOL ENDOCRINOL,2017,131,46.82923231452825,31.867782356104414
J MOL ENDOCRINOL,2018,114,49.76866950630021,38.62224155643365
J MOL ENDOCRINOL,2019,109,53.408376463849606,44.66538037796514
J MOL ENDOCRINOL,2020,116,41.28014118386784,48.90439908747137
J MOL ENDOCRINOL,2021,115,45.72579091406277,49.24288423062483
J MOL ENDOCRINOL,2022,118,40.43287519289231,56.49794383167989
J MOL ENDOCRINOL,2023,95,41.98794026987989,64.76442330030476
J MOL ENDOCRINOL,2024,122,35.16673680329698,70.36928627353274
J MOL ENDOCRINOL,2025,126,36.01569096680094,66.67046268945475
NUTR DIABETES,2010,173,79.85002077209606,10.82485969340286
NUTR DIABETES,2011,173,81.1244117698701,30.00544485512814
NUTR DIABETES,2012,182,68.66341735498426,22.997361176890305
NUTR DIABETES,2013,188,67.04582902639469,18.600949496138192
NUTR DIABETES,2014,202,61.71374131065301,20.88566989530897
NUTR DIABETES,2015,183,59.081574858940044,32.55273972881903
NUTR DIABETES,2016,190,51.942594328030275,32.506968646988426
NUTR DIABETES,2017,202,53.695303057968346,42.64050991776875
NUTR DIABETES,2018,183,46.84617387990439,47.65623394211589
NUTR DIABETES,2019,190,55.940266593232245,46.42766347923672
NUTR DIABETES,2020,180,49.38039296424298,48.355612546730484
NUTR DIABETES,2021,199,39.1965653598123,47.779047256185976
NUTR DIABETES,2022,193,25.4945228355553,58.74371427520665
NUTR DIABETES,2023,172,34.74529663360988,56.04574820055661
NUTR DIABETES,2024,187,42.51259250069606,57.55833179509924
NUTR DIABETES,2025,195,30.894231601261644,64.24480387416867
INT J OBESITY,2010,142,73.62293826801145,11.745883512897695
INT J OBESITY,2011,152,64.42492281969687,20.025197437866247
INT J OBESITY,2012,132,58.587438603595295,18.618803071423663
INT J OBESITY,2013,147,65.4858656576138,26.847911015022536
INT J OBESITY,2014,148,56.66544110965061,21.944262001284063
INT J OBESITY,2015,140,63.3520766771596,19.336886805204124
INT J OBESITY,2016,132,53.100776660809814,30.410642879951105
INT J OBESITY,2017,138,53.13202294379084,38.77496965478755
INT J OBESITY,2018,137,56.104667739324896,37.0053261750582
INT J OBESITY,2019,131,43.99695477546281,41.594384866053815
INT J OBESITY,2020,143,39.80608886539765,42.539828297292104
INT J OBESITY,2021,150,37.42046367206352,52.21772171982818
INT J OBESITY,2022,127,40.84354382584174,61.80128587151745
INT J OBESITY,2023,138,36.29980173834938,65.71148252269737
INT J OBESITY,2024,138,37.82073041295121,64.02171188517865
INT J OBESITY,2025,155,40.71697296888217,72.38597384338095
NAT GENET,2010,148,81.50391776390845,8.674309450183683
NAT GENET,2011,167,71.66286838112339,9.042056464267395
NAT GENET,2012,167,65.70764447620023,25.926404927412605
NAT GENET,2013,180,64.4650962235968,26.404383718802947
NAT GENET,2014,156,55.625064705480064,40.369816893164455
NAT GENET,2015,157,53.489968877922315,25.16984010162267
NAT GENET,2016,171,54.74741765301955,31.71364240148329
NAT GENET,2017,166,43.52298763577586,43.9323175828261
NAT GENET,2018,168,55.29202739281123,48.42004030252734
NAT GENET,2019,169,48.74535946008214,35.3031979540758
NAT GENET,2020,169,39.53956474683342,39.98798407218529
NAT GENET,2021,155,41.996666521071276,38.97363392505037
NAT GENET,2022,160,36.8438465457159,52.89492477714008
NAT GENET,2023,168,28.7859862411936,53.42401534806828
NAT GENET,2024,157,36.280445113056224,66.89127593297741
NAT GENET,2025,157,24.1305920744124,53.47057746695172
ONCOGENE,2010,128,69.97279960591517,16.21372158302109
ONCOGENE,2011,131,68.20421025422073,11.288511589462063
ONCOGENE,2012,114,61.882603170820914,28.378872125163518
ONCOGENE,2013,129,61.91139609851745,26.13529730894252
ONCOGENE,2014,130,62.09411224499735,25.387266432412744
ONCOGENE,2015,136,58.720956947938504,34.8029928976494
ONCOGENE,2016,121,62.697789826484495,33.81935498812478
ONCOGENE,2017,153,54.205121757111364,30.472589583535598
ONCOGENE,2018,146,59.54225636783104,41.9011840913456
ONCOGENE,2019,124,42.06178922645273,44.815622425365625
ONCOGENE,2020,119,42.82595273415094,41.62926946356964
ONCOGENE,2021,112,42.976132050088104,49.132380060126714
ONCOGENE,2022,124,40.08803117764345,54.98533509587623
ONCOGENE,2023,112,37.843267221224146,58.91144350371211
ONCOGENE,2024,132,39.342166115261946,60.183808480195864
ONCOGENE,2025,140,25.72553739169694,67.02056702832715
